################################################################
# abuse.ch Feodo Tracker Botnet C2 IP Blocklist (CSV)          #
# Last updated: 2021-10-02 09:25:46 UTC                        #
#                                                              #
# Terms Of Use: https://feodotracker.abuse.ch/blocklist/       #
# For questions please contact feodotracker [at] abuse.ch      #
################################################################
#
"first_seen_utc","dst_ip","dst_port","c2_status","last_online","malware"
"2021-09-29 14:35:05","45.46.53.140","2222","online","2021-10-03","QakBot"
"2021-09-29 14:55:07","217.17.56.163","443","online","2021-10-03","QakBot"
"2021-09-29 14:55:08","41.251.41.14","995","online","2021-09-29","QakBot"
"2021-09-29 14:55:09","93.8.66.216","443","online","2021-09-30","QakBot"
"2021-09-29 14:55:09","217.17.56.163","2222","online","2021-10-03","QakBot"
"2021-09-29 14:55:09","217.17.56.163","2078","online","2021-10-03","QakBot"
"2021-09-29 14:55:09","217.17.56.163","465","online","2021-10-01","QakBot"
"2021-09-29 14:55:11","190.198.206.189","2222","online","2021-10-03","QakBot"
"2021-09-29 15:10:07","47.40.196.233","2222","online","2021-10-02","QakBot"
"2021-09-29 15:15:06","71.74.12.34","443","online","2021-10-03","QakBot"
"2021-09-29 16:00:42","207.38.84.195","8333","online","2021-10-03","Dridex"
"2021-09-29 16:00:43","186.250.48.123","7880","online","2021-10-03","Dridex"
"2021-09-29 16:45:05","76.25.142.196","443","online","2021-10-03","QakBot"
"2021-09-29 20:00:05","67.165.206.193","993","online","2021-10-02","QakBot"
"2021-09-30 04:30:14","124.123.42.115","2222","online","2021-10-01","QakBot"
"2021-09-30 07:55:05","103.148.120.144","443","online","2021-10-02","QakBot"
"2021-09-30 12:05:04","173.25.166.81","443","online","2021-10-01","QakBot"
"2021-09-30 14:00:07","189.210.115.207","443","online","2021-09-30","QakBot"
"2021-09-30 16:55:04","109.12.111.14","443","online","2021-10-03","QakBot"
"2021-09-30 18:05:07","68.186.192.69","443","online","2021-10-03","QakBot"
"2021-09-30 21:25:38","144.139.47.206","443","online","2021-10-01","QakBot"
"2021-10-01 15:15:11","50.29.166.232","995","online","2021-10-03","QakBot"
"2021-10-01 15:46:31","75.89.195.186","995","online","2021-10-03","QakBot"
"2021-10-01 15:46:33","159.2.51.200","2222","online","2021-10-03","QakBot"
"2021-10-01 15:46:33","174.54.58.170","443","online","2021-10-03","QakBot"
"2021-10-01 15:46:33","94.200.181.154","443","online","2021-10-03","QakBot"
"2021-10-01 15:46:34","73.130.180.25","443","online","2021-10-03","QakBot"
"2021-10-01 15:46:34","73.52.50.32","443","online","2021-10-03","QakBot"
"2021-10-01 15:46:35","174.59.35.191","443","online","2021-10-01","QakBot"
"2021-10-01 15:46:35","73.230.205.91","443","online","2021-10-03","QakBot"
"2021-10-01 15:46:35","174.54.193.186","443","online","2021-10-02","QakBot"
"2021-10-01 19:05:08","24.152.219.253","995","online","2021-10-03","QakBot"
"2021-10-01 23:31:34","86.8.177.143","443","online","2021-10-02","QakBot"
"2021-10-02 03:57:07","103.157.122.198","995","online","2021-10-03","QakBot"
"2021-10-02 04:01:53","78.191.44.76","995","online","2021-10-02","QakBot"
"2021-10-02 09:25:46","73.25.124.140","2222","online","2021-10-03","QakBot"
# END 375 entries
